"ModelName_short","Task_short","Cancer","AUROC","AUPRC","Balanced_accuracy","Precision","Recall","Weighted_F1","Sensitivity","Specificity","AUROC_lower","AUROC_upper","AUPRC_lower","AUPRC_upper","Balanced_accuracy_lower","Balanced_accuracy_upper","Precision_lower","Precision_upper","Recall_lower","Recall_upper","Weighted_F1_lower","Weighted_F1_upper","Sensitivity_lower","Sensitivity_upper","Specificity_lower","Specificity_upper","binary_multi","Public","Dataset","Slide_vs_patch_classification","tissue","TaskCategory","TaskCategory_short","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"Dino-S16","tumor label","Pan-cancer",0.980281190109521,0.9213192,0.8471319,0.8527159,0.8471319,0.845746,0.847131038906685,0.973967498017193,0.969075237203792,0.989811987259146,0.8842775,0.953705,0.798195,0.896615,0.8037,0.8996025,0.798195,0.896615,0.7928925,0.8965025,0.798228271144079,0.896650292857591,0.965022200184659,0.98261044186585,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","tumor label","Pan-cancer",0.984946844458986,0.936907,0.8687367,0.8728094,0.8687367,0.8671882,0.86873553591922,0.977755089838821,0.974780935548251,0.993029661579223,0.90219,0.9657,0.816795,0.9149,0.8232475,0.918005,0.816795,0.9149,0.81389,0.9138025,0.816747458925091,0.914884314593888,0.968588026280912,0.985588028336179,"multi-class","CPTAC","CPTAC","Slide","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","MTOR","Pan-cancer",0.754268898573821,0.739438989440866,0.6918407,0.6939415,0.6918407,0.690952,0.743589039176725,0.64009080733283,0.686397531985767,0.81522470748591,0.650883788982844,0.822739446167361,0.627995,0.7538025,0.6300775,0.7536225,0.627995,0.7538025,0.6288725,0.7542025,0.657400793650794,0.824074074074074,0.546294351073763,0.728189161228712,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","MTOR","Pan-cancer",0.733566497062332,0.707201864608007,0.6723232,0.6749179,0.6723232,0.6710306,0.733690044033006,0.610958063231329,0.659999770276893,0.804405019334392,0.606168052709943,0.79957474250507,0.60439,0.7370175,0.6068725,0.74073,0.60439,0.7370175,0.6023875,0.736005,0.644230769230769,0.813736335242061,0.517476550286608,0.696107663248786,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","MTOR","Pan-cancer",0.747376185855147,0.711893026542514,0.674442,0.6753282,0.674442,0.6739877,0.710514528218733,0.638369483409132,0.682003775811904,0.808601357422112,0.616875965944223,0.799108002097998,0.6116775,0.7359025,0.6131925,0.7376,0.6116775,0.7359025,0.61079,0.7361025,0.617609922756982,0.788461538461538,0.544586107748184,0.728976830218068,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","MTOR","Pan-cancer",0.698822269389673,0.673989585375206,0.6618557,0.6641448,0.6618557,0.6605908,0.721211734093459,0.602499187668111,0.627904136045434,0.764020587363724,0.568116598450586,0.771877867069136,0.5980775,0.722325,0.59949,0.725715,0.5980775,0.722325,0.594675,0.722,0.635514018691589,0.805832672874975,0.509615384615385,0.690039719626168,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","MTOR","Pan-cancer",0.737334183308505,0.706408373777138,0.6864121,0.6894856,0.6864121,0.6851825,0.750422930034265,0.622399447267723,0.673065033181278,0.799924061627311,0.614582817296755,0.800312130431143,0.6239825,0.7454325,0.62819,0.749605,0.6239825,0.7454325,0.6208,0.7448125,0.669803325871442,0.830004716981132,0.530423913043478,0.712996031746032,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","MTOR","Pan-cancer",0.753263786990637,0.733352315522566,0.6805513,0.6818194,0.6805513,0.6800945,0.722944031574979,0.638157736764346,0.690391407401194,0.81528630068071,0.642385806358095,0.816237395398609,0.6194825,0.741605,0.6214725,0.7419025,0.6194825,0.741605,0.6199975,0.7407,0.649098440545809,0.8,0.547147973445143,0.721180555555556,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","MTOR","Pan-cancer",0.742836021413008,0.72580669784282,0.6937475,0.6938434,0.6937475,0.6938091,0.703572638665096,0.683922760477574,0.677954783354783,0.804172806941053,0.62703130108192,0.814549513675762,0.6281,0.7554425,0.6269975,0.7552175,0.6281,0.7554425,0.6295975,0.7549125,0.617948650635304,0.783376168224299,0.596321008247614,0.771192493946731,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","MTOR","Pan-cancer",0.756832241740309,0.738074897340932,0.6845241,0.686041,0.6845241,0.6838598,0.730581773342089,0.638464997649724,0.69167336381959,0.816903550350225,0.64913055223335,0.818401413094754,0.6206,0.747235,0.620795,0.7491075,0.6206,0.747235,0.6195775,0.7453,0.638076923076923,0.810344827586207,0.548076923076923,0.724216300940439,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","mTOR pathway activation vs no mTOR pathway activation","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","P53","Pan-cancer",0.850175258347991,0.844972200404447,0.7996449,0.7995752,0.7996449,0.7996519,0.799100228636042,0.800189027869219,0.791603529155076,0.901834057486631,0.750752125491138,0.920646752597996,0.7444925,0.8511,0.7437975,0.852105,0.7444925,0.8511,0.7437925,0.8513,0.71875,0.871579152840133,0.714285714285714,0.876599326599327,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","P53","Pan-cancer",0.85285870000762,0.864036188080019,0.780548,0.780512,0.780548,0.7805817,0.788147904684378,0.772950120825732,0.79484008271784,0.903265083151145,0.795115341008419,0.91775353455961,0.7183975,0.8378025,0.7179,0.837325,0.7183975,0.8378025,0.7179975,0.83612,0.704081632653061,0.863157894736842,0.686260504201681,0.855560897435897,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","P53","Pan-cancer",0.862554321084646,0.881738320736386,0.793979,0.7961157,0.793979,0.7927344,0.744637636357169,0.843318554823987,0.803600042167405,0.913308679406951,0.820733275832411,0.932659674455299,0.732285,0.850315,0.73448,0.8523,0.732285,0.850315,0.7309575,0.8510025,0.659340659340659,0.829787234042553,0.766982200647249,0.912503033980582,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","P53","Pan-cancer",0.84453828932866,0.845917954405759,0.7743988,0.7754586,0.7743988,0.77352,0.737199670465129,0.811598087009789,0.783427969012819,0.895141393912422,0.763375103218444,0.906991285065675,0.71279,0.8320325,0.7153725,0.8327175,0.71279,0.8320325,0.7128,0.83092,0.636287878787879,0.826086956521739,0.728153210696645,0.884635416666667,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","P53","Pan-cancer",0.873774448007714,0.885039257775947,0.810368,0.8103379,0.810368,0.810183,0.797472573532456,0.823263007271014,0.823139806911898,0.920214043697221,0.82811836106716,0.931774344209506,0.7562975,0.86472,0.7562775,0.865705,0.7562975,0.86472,0.758395,0.8663025,0.71996875,0.870975726604919,0.75,0.899015151515152,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","P53","Pan-cancer",0.869621364454923,0.890682729004704,0.7896738,0.7897292,0.7896738,0.7897306,0.788842426045459,0.790506819082338,0.816781482406205,0.917322768396661,0.835417093389335,0.936099573209502,0.733495,0.8414325,0.7328,0.84081,0.733495,0.8414325,0.7332,0.8412,0.703296703296703,0.870052325581395,0.714285714285714,0.863660037878788,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","P53","Pan-cancer",0.82970643934033,0.819345396943826,0.7736102,0.7736476,0.7736102,0.773551,0.767147468943778,0.78007066430732,0.769739929333387,0.883760696535712,0.727477181797266,0.89309219594688,0.71289,0.8308,0.712685,0.8311,0.71289,0.8308,0.712395,0.8307025,0.68421052631579,0.845422456297624,0.696961184882533,0.858858317520557,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","P53","Pan-cancer",0.865344957845004,0.876739462099866,0.7849391,0.7848715,0.7849391,0.784823,0.778010440579006,0.791867443532417,0.812385433151495,0.912787879386848,0.814769970730717,0.926264497494269,0.7276975,0.8409,0.72738,0.8414,0.7276975,0.8409,0.7279,0.8411,0.69564182194617,0.862767379679144,0.710822289156626,0.869565217391304,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","p53 pathway activation vs no p53 pathway activation","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","SWI","Pan-cancer",0.760432155993631,0.758072224133762,0.6990139,0.6997491,0.6990139,0.6984219,0.732484208779375,0.665545283510543,0.695188198595208,0.825782208786256,0.667391151135314,0.836183716904183,0.6397875,0.7589125,0.640185,0.7594,0.6397875,0.7589125,0.6365975,0.759205,0.647058823529412,0.815558475104658,0.580357142857143,0.745342532181273,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","SWI","Pan-cancer",0.73148785707505,0.734933992552197,0.6801995,0.6806197,0.6801995,0.6798529,0.705542538378734,0.654852362478224,0.656395720851894,0.798432722278382,0.644024145034066,0.813003848774417,0.6175975,0.743,0.6175975,0.7430125,0.6175975,0.743,0.6162925,0.740995,0.61383743213031,0.792088548477489,0.55874183006536,0.738738738738739,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","SWI","Pan-cancer",0.761841428815987,0.723413130608141,0.6968423,0.6975034,0.6968423,0.696998,0.672392107708333,0.721292642879809,0.688838080969968,0.826270089285714,0.623187599815252,0.810931029950818,0.632295,0.75941,0.6325925,0.758705,0.632295,0.75941,0.6323975,0.7594,0.57795518701482,0.767676767676768,0.629990740740741,0.803738317757009,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","SWI","Pan-cancer",0.775804151564783,0.773259538065069,0.7209831,0.7217556,0.7209831,0.7204717,0.751553542887255,0.69041182544665,0.716000697440371,0.835112883519915,0.688530278450122,0.840294656501722,0.661095,0.7794125,0.6630775,0.78081,0.661095,0.7794125,0.660395,0.778205,0.663716814159292,0.831683168316832,0.602038339607688,0.779821100917431,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","SWI","Pan-cancer",0.777805607176857,0.754161544502118,0.7032996,0.7032956,0.7032996,0.7031902,0.706764239698493,0.699834972317949,0.710238611160839,0.837385402759235,0.658183083809184,0.835227044981255,0.6418,0.764,0.641995,0.7638,0.6418,0.764,0.6418925,0.7642,0.6185473289597,0.796160400743648,0.619047619047619,0.778846153846154,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","SWI","Pan-cancer",0.787538217725018,0.777478552623908,0.7310742,0.7312216,0.7310742,0.7309292,0.742753621551259,0.719396507174845,0.722353485670549,0.847769361365432,0.688214978014158,0.857033819614111,0.6689675,0.7917025,0.6686,0.789355,0.6689675,0.7917025,0.66969,0.7887875,0.657407407407407,0.821798371425927,0.628292437650845,0.8,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","SWI","Pan-cancer",0.780857397088829,0.753305698263304,0.7170502,0.7170115,0.7170502,0.7171282,0.714342436240976,0.719760552872449,0.715675118804982,0.840695282226055,0.662347471423251,0.841819181212436,0.6553975,0.7761175,0.6557,0.776,0.6553975,0.7761175,0.65538,0.7783,0.622621690185508,0.800093457943925,0.633906045216252,0.798167149525189,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","SWI","Pan-cancer",0.800864200819664,0.767943035654213,0.7222322,0.7225558,0.7222322,0.7223481,0.704750375048875,0.739714426825983,0.741838449483776,0.855981682650916,0.678566211569961,0.854177987826092,0.6642775,0.7824075,0.6649975,0.782805,0.6642775,0.7824075,0.6650975,0.782805,0.621359223300971,0.79047619047619,0.657630357630358,0.823559733171619,"binary","CPTAC","CPTAC","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","binary classification of SWI/SNF(Switch/Sucrose Non-fermenting) pathway activation vs not","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","gi subtype","GI",0.663757184049088,0.5065897,0.4496988,0.4499594,0.4496988,0.4446041,0.449697330998382,0.724003941772126,0.607660709253489,0.714543361685843,0.4477775,0.566605,0.3818,0.5170075,0.38082,0.519035,0.3818,0.5170075,0.37559,0.5099175,0.381844646247895,0.516994075446613,0.688372410228493,0.758659123889882,"multi-class","TCGA","TCGA","Slide","GI","Biomarker Status Prediction","Biomarker Status Prediction","MSI-high, MSI-low, MSS","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","gi subtype","GI",0.689464510287501,0.5372244,0.480034,0.4884053,0.480034,0.4819295,0.480036009673696,0.739314239613146,0.631272712719026,0.743931356439534,0.47039,0.609505,0.412485,0.54508,0.4207475,0.554505,0.412485,0.54508,0.41499,0.54861,0.412448060452093,0.54508688616488,0.705292630751843,0.773728323624522,"multi-class","TCGA","TCGA","Slide","GI","Biomarker Status Prediction","Biomarker Status Prediction","MSI-high, MSI-low, MSS","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","gi subtype","GI",0.686332878768188,0.5396053,0.4827586,0.4856264,0.4827586,0.482536,0.482760118606355,0.740537828456384,0.627526912043942,0.742460809660042,0.4766875,0.6113025,0.4091875,0.5554025,0.41038,0.5595075,0.4091875,0.5554025,0.4055575,0.5541125,0.409221185721396,0.55541316167249,0.702305084202529,0.776585797809553,"multi-class","TCGA","TCGA","Slide","GI","Biomarker Status Prediction","Biomarker Status Prediction","MSI-high, MSI-low, MSS","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","gi subtype","GI",0.621743244887379,0.4895666,0.4125905,0.4266424,0.4125905,0.4134497,0.412590870782928,0.704971315628498,0.557897412500305,0.684319165856652,0.4302975,0.5565,0.3483875,0.4841275,0.35779,0.49584,0.3483875,0.4841275,0.3454825,0.4856375,0.348355000696102,0.484095325067311,0.669699741130201,0.743806693006248,"multi-class","TCGA","TCGA","Slide","GI","Biomarker Status Prediction","Biomarker Status Prediction","MSI-high, MSI-low, MSS","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","gi subtype","GI",0.738239372817391,0.6017096,0.5160892,0.514847,0.5160892,0.5096282,0.516086574111371,0.75602181265802,0.678873995832,0.788402834333053,0.5357975,0.6683275,0.4473925,0.5820025,0.444775,0.5812,0.4473925,0.5820025,0.43738,0.577005,0.447385023979852,0.582010891005468,0.718964036461701,0.79011315203028,"multi-class","TCGA","TCGA","Slide","GI","Biomarker Status Prediction","Biomarker Status Prediction","MSI-high, MSI-low, MSS","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
